carbonization_temperature_C,d002_nm,id_ig,ssa_m2_g,electrolyte_type,current_density_mA_g,ice,lce,plateau_capacity_mAh_g,carbonization_time_h,heating_rate_C_min,pore_volume_cm3_g,lc_nm,la_nm,record_id,doi,material_name,category,electrolyte_text,reversible_capacity_mAh_g,mapping_method,mapping_found
800.0,0.387,2.04,136.0,0,50.0,0.5988,0.4004675964576927,53.72,2.0,,0.226,1.15,3.39,,Sodium Storage Mechanism of Nongraphitic Carbons: A General Model and the Function of Accessible Closed Pores,PHC800,酯类,1 M NaPF6 dissolved in ethylene carbonate and diethyl carbonate at a volume ratio of 1:1,211.4,primary_exact,True
1000.0,0.385,2.01,120.7,0,50.0,0.6408,0.5788380593261051,85.2,2.0,,0.21,1.18,3.25,,Sodium Storage Mechanism of Nongraphitic Carbons: A General Model and the Function of Accessible Closed Pores,PHC1000,酯类,1 M NaPF6 dissolved in ethylene carbonate and diethyl carbonate at a volume ratio of 1:1,237.6,primary_exact,True
1200.0,0.386,1.96,4.9,0,50.0,0.6677,0.6978007955032745,121.43,2.0,,0.016,1.2,3.73,,Sodium Storage Mechanism of Nongraphitic Carbons: A General Model and the Function of Accessible Closed Pores,PHC1200,酯类,1 M NaPF6 dissolved in ethylene carbonate and diethyl carbonate at a volume ratio of 1:1,251.19,primary_exact,True
1400.0,0.366,1.91,4.1,0,50.0,0.7645000000000001,1.177511111912645,137.44,2.0,,0.014,1.25,4.24,,Sodium Storage Mechanism of Nongraphitic Carbons: A General Model and the Function of Accessible Closed Pores,PHC1400,酯类,1 M NaPF6 dissolved in ethylene carbonate and diethyl carbonate at a volume ratio of 1:1,258.14,primary_exact,True
1600.0,0.343,1.89,4.1,0,50.0,0.7277,0.9829844756733268,150.0,2.0,,0.01,5.21,6.22,,Sodium Storage Mechanism of Nongraphitic Carbons: A General Model and the Function of Accessible Closed Pores,PHC1600,酯类,1 M NaPF6 dissolved in ethylene carbonate and diethyl carbonate at a volume ratio of 1:1,248.0,primary_exact,True
800.0,0.347,1.66,8.4,0,50.0,0.6603,0.6646314020339874,0.0,2.0,,0.015,1.58,4.49,,Sodium Storage Mechanism of Nongraphitic Carbons: A General Model and the Function of Accessible Closed Pores,PSC800,酯类,1 M NaPF6 dissolved in ethylene carbonate and diethyl carbonate at a volume ratio of 1:1,193.95,primary_exact,True
1000.0,0.348,1.39,3.5,0,50.0,0.6157,0.4713363343463663,0.0,2.0,,0.005,1.76,5.36,,Sodium Storage Mechanism of Nongraphitic Carbons: A General Model and the Function of Accessible Closed Pores,PSC1000,酯类,1 M NaPF6 dissolved in ethylene carbonate and diethyl carbonate at a volume ratio of 1:1,141.44,primary_exact,True
650.0,0.37,1.04,5.74,0,100.0,0.4657,-0.1374158289753941,0.0,2.0,3.0,0.0102,,,719.0,Stabilization residual oxygen reduces sulfur activity in hard carbon anode for sodium-ion batteries,O-CNFs,酯类,1 M NaClO4/DMC/EMC (1:1 by volume ratio),181.5,primary_exact,True
650.0,0.38,1.06,10.86,0,100.0,0.528,0.1121172981207062,0.0,2.0,3.0,0.0141,,,,Stabilization residual oxygen reduces sulfur activity in hard carbon anode for sodium-ion batteries,O/S-CNFs,酯类,1 M NaClO4/DMC/EMC (1:1 by volume ratio),355.4,primary_exact,True
1200.0,0.41,1.04,221.59,0,50.0,0.65,0.6190392084062236,179.0,2.0,,0.076,,,,Tailoring Defects in Hard Carbon Anode towards Enhanced Na Storage Performance,HCK-15,酯类,1 M NaClO4 in propylene carbonate (PC) with (5 vol%) fluoroethylene carbonate as an electrolyte,305.0,primary_exact,True
1000.0,0.388,1.05,85.1,0,30.0,0.6053999999999999,0.428016802999103,67.89,2.0,5.0,0.048,,1.29,,The Role of Hydrothermal Carbonization in Sustainable Sodium-Ion Battery Anodes,DG1000,酯类,"1 M NaClO4 in
ethylene carbonate-diethyl carbonate (EC-DMC, 1:1 v%,",197.43,primary_exact,True
1300.0,0.385,1.08,34.4,0,30.0,0.85,1.7346010553881064,180.0,2.0,5.0,0.024,,1.31,,The Role of Hydrothermal Carbonization in Sustainable Sodium-Ion Battery Anodes,HG1300,酯类,"1 M NaClO4 in
ethylene carbonate-diethyl carbonate (EC-DMC, 1:1 v%,",347.4,primary_exact,True
1300.0,0.378,1.12,28.0,0,30.0,0.85,1.7346010553881064,146.0,2.0,5.0,0.016,,1.34,,The Role of Hydrothermal Carbonization in Sustainable Sodium-Ion Battery Anodes,DG1300,酯类,"1 M NaClO4 in
ethylene carbonate-diethyl carbonate (EC-DMC, 1:1 v%,",261.3,primary_exact,True
1500.0,0.377,1.12,26.1,0,30.0,0.826,1.5575394743064488,212.25,2.0,5.0,0.019,,1.34,,The Role of Hydrothermal Carbonization in Sustainable Sodium-Ion Battery Anodes,HG1500,酯类,"1 M NaClO4 in
ethylene carbonate-diethyl carbonate (EC-DMC, 1:1 v%,",320.75,primary_exact,True
1500.0,0.357,1.39,22.6,0,30.0,0.7217,0.9529098715463824,118.58,2.0,5.0,0.014,,1.49,,The Role of Hydrothermal Carbonization in Sustainable Sodium-Ion Battery Anodes,DG1500,酯类,"1 M NaClO4 in
ethylene carbonate-diethyl carbonate (EC-DMC, 1:1 v%,",222.92,primary_exact,True
1100.0,0.398,2.59,22.9,0,20.0,0.805,1.4178427188548168,155.86,3.0,2.0,0.014,,,745.0,Towards enhanced sodium storage of hard carbon anodes: Regulating the oxygen content in precursor by low-temperature hydrogen reduction,H200–1100,酯类,1 M NaClO4 (EC/DEC=1:1 in volume) ,295.7,primary_exact,True
1100.0,0.387,2.41,2.96,0,20.0,0.825,1.5505974124111666,200.0,3.0,2.0,0.004,,,,Towards enhanced sodium storage of hard carbon anodes: Regulating the oxygen content in precursor by low-temperature hydrogen reduction,H300–1100,酯类,1 M NaClO4 (EC/DEC=1:1 in volume) ,369.8,primary_exact,True
1100.0,0.39,2.69,54.13,0,20.0,0.777,1.2482685789075287,168.28,3.0,2.0,0.034,,,,Towards enhanced sodium storage of hard carbon anodes: Regulating the oxygen content in precursor by low-temperature hydrogen reduction,H400–1100,酯类,1 M NaClO4 (EC/DEC=1:1 in volume) ,330.7,primary_exact,True
1100.0,0.394,2.44,5.26,0,20.0,0.8009999999999999,1.3925561223438665,180.69,3.0,2.0,0.007,,,,Towards enhanced sodium storage of hard carbon anodes: Regulating the oxygen content in precursor by low-temperature hydrogen reduction,A300–1100,酯类,1 M NaClO4 (EC/DEC=1:1 in volume) ,346.7,primary_exact,True
1500.0,0.361,1.43,1.5,0,37.2,0.8540000000000001,1.766324572080234,203.38,1.0,5.0,0.0039,1.1,4.1,752.0,Vegetal-Extracted Polyphenols as a Natural Hard Carbon Anode Source for Na-Ion Batteries,HC-MC,酯类,"1 M NaPF6 in ethylene carbonate and dimethyl carbonate (EC/DMC, 1:1 vol.) with 2% fluoroethylene carbonate (FEC) ",294.7,primary_exact,True
1500.0,0.367,1.49,1.3,0,37.2,0.855,1.7743677265161857,204.0,1.0,5.0,0.0036,1.0,4.1,,Vegetal-Extracted Polyphenols as a Natural Hard Carbon Anode Source for Na-Ion Batteries,HC-MG,酯类,"1 M NaPF6 in ethylene carbonate and dimethyl carbonate (EC/DMC, 1:1 vol.) with 2% fluoroethylene carbonate (FEC) ",299.8,primary_exact,True
1500.0,0.357,1.36,2.2,0,37.2,0.856,1.7824570765657413,195.14,1.0,5.0,0.0062,1.2,4.1,,Vegetal-Extracted Polyphenols as a Natural Hard Carbon Anode Source for Na-Ion Batteries,HC-CH,酯类,"1 M NaPF6 in ethylene carbonate and dimethyl carbonate (EC/DMC, 1:1 vol.) with 2% fluoroethylene carbonate (FEC) ",277.7,primary_exact,True
1500.0,0.364,1.43,2.2,0,37.2,0.848,1.7190001149456264,219.81,1.0,5.0,0.0056,1.1,4.1,,Vegetal-Extracted Polyphenols as a Natural Hard Carbon Anode Source for Na-Ion Batteries,HC-M,酯类,"1 M NaPF6 in ethylene carbonate and dimethyl carbonate (EC/DMC, 1:1 vol.) with 2% fluoroethylene carbonate (FEC) ",304.3,primary_exact,True
1200.0,0.369,1.85,223.18,1,100.0,0.6409999999999999,0.5797070684323907,140.58,3.0,,0.12,,,,A carbon-based material with a hierarchical structure and intrinsic heteroatom sites for sodium-ion storage with ultrahigh rate and capacity,ordinary carbon,醚类,1 M NaPF6 in diglyme,256.0,primary_exact,True
900.0,0.373,0.96,62.3,0,20.0,0.6531999999999999,0.6331351161899228,89.74,1.0,,0.056,1.2,,,Biomass Derived High Areal and Specific Capacity Hard Carbon Anodes for Sodium-Ion Batteries,M9,酯类,"A 1 M NaPF6 solution prepared in ethylene carbonate and dimethyl carbonate (EC/DMC, 1:1 volume ratio)",231.13,primary_exact,True
1100.0,0.371,0.98,12.7,0,20.0,0.7084,0.8876259057741754,109.78,1.0,,0.02,1.2,,,Biomass Derived High Areal and Specific Capacity Hard Carbon Anodes for Sodium-Ion Batteries,M11,酯类,"A 1 M NaPF6 solution prepared in ethylene carbonate and dimethyl carbonate (EC/DMC, 1:1 volume ratio)",244.52,primary_exact,True
750.0,0.374,0.97,1641.0,0,100.0,0.2139,-1.3015753947113509,0.0,4.0,3.0,1.31,,,,Biomass seaweed-derived nitrogen self-doped porous carbon anodes for sodium-ion batteries: Insights into the structure and electrochemical activity,SAC-750,酯类,sodium perchlorate (NaClO4) dissolved 1:1 (v/v) in ethylene carbonate (EC) and propylene carbonate (PC) with 5 wt% fluoroethylene carbonate (FEC) ,287.0,primary_exact,True
1200.0,0.373,0.95,42.6,1,50.0,0.695,0.8236000689573804,91.9,2.0,3.0,0.033,,,,Boosting Sodium Storage Performance of Hard Carbon Anodes by Pore Architecture Engineering,PAN4-PEG4,醚类,1 M NaPF6 in diethylene glycol dimethyl ether (DEGDME) ,264.4,primary_exact,True
1200.0,0.383,0.96,83.2,1,50.0,0.6829999999999999,0.7675930856935093,126.1,2.0,3.0,0.05,,,,Boosting Sodium Storage Performance of Hard Carbon Anodes by Pore Architecture Engineering,PAN4-PEG8,醚类,1 M NaPF6 in diethylene glycol dimethyl ether (DEGDME) ,337.6,primary_exact,True
1200.0,0.384,0.99,60.7,1,50.0,0.675,0.7308875085427926,100.9,2.0,3.0,0.045,,,,Boosting Sodium Storage Performance of Hard Carbon Anodes by Pore Architecture Engineering,PAN4-PEG12,醚类,1 M NaPF6 in diethylene glycol dimethyl ether (DEGDME) ,282.7,primary_exact,True
1100.0,0.3772,1.34,10.9,0,25.0,0.753,1.1146768911719165,89.9622,2.0,,0.0243,1.56,3.54,770.0,Boosting the High Capacitance-Controlled Capacity of Hard Carbon by Using Surface Oxygen Functional Groups for Fast and Stable Sodium Storage,NCM,酯类,1.0 mol L–1 NaClO4 in ethyl carbonate and diethyl carbonate (1:1 by volume),217.3,primary_exact,True
1100.0,0.3994,1.36,42.0,0,25.0,0.77,1.2083112059245342,137.9646,2.0,,0.0384,1.46,3.28,,Boosting the High Capacitance-Controlled Capacity of Hard Carbon by Using Surface Oxygen Functional Groups for Fast and Stable Sodium Storage,ONCM-55,酯类,1.0 mol L–1 NaClO4 in ethyl carbonate and diethyl carbonate (1:1 by volume),264.3,primary_exact,True
1100.0,0.4022,1.37,57.0,0,25.0,0.637,0.5623668213073126,125.5056,2.0,,0.0391,1.45,3.35,,Boosting the High Capacitance-Controlled Capacity of Hard Carbon by Using Surface Oxygen Functional Groups for Fast and Stable Sodium Storage,ONCM-73,酯类,1.0 mol L–1 NaClO4 in ethyl carbonate and diethyl carbonate (1:1 by volume),237.7,primary_exact,True
800.0,0.36,0.7,40.0,0,100.0,0.5034000000000001,0.0136002096271495,0.0,2.0,5.0,,,,,Constructing advanced high-performance sodium-ion batteries anode materials via the morphology tuning strategy of lignin-derived carbon,LS-800,酯类,1 M NaClO4 in ethylene carbonate/ diethyl carbonate ethylene carbonate in volume ratio of 1:1 ,281.9,primary_exact,True
1200.0,0.377,1.56,1.85,0,20.0,0.8059999999999999,1.4242255834432995,171.62,2.0,2.0,,1.269,3.336,781.0,Direct conversion of ester bond-rich waste plastics into hard carbon for high-performance sodium storage,PC-1200,酯类,1.0 M NaPF6 dissolved in a mixture of dimethyl carbonate (DMC) and ethylene (EC) (1:1 by volume),282.0,primary_exact,True
1400.0,0.375,1.46,1.77,0,20.0,0.846,1.703566757192594,214.19,2.0,2.0,,1.347,3.928,,Direct conversion of ester bond-rich waste plastics into hard carbon for high-performance sodium storage,PC-1400,酯类,1.0 M NaPF6 dissolved in a mixture of dimethyl carbonate (DMC) and ethylene (EC) (1:1 by volume),327.0,primary_exact,True
1600.0,0.372,1.35,1.89,0,20.0,0.843,1.680721152653547,200.0,2.0,2.0,,1.369,4.556,,Direct conversion of ester bond-rich waste plastics into hard carbon for high-performance sodium storage,PC-1600,酯类,1.0 M NaPF6 dissolved in a mixture of dimethyl carbonate (DMC) and ethylene (EC) (1:1 by volume),288.0,primary_exact,True
1200.0,0.381,1.42,1.0,0,20.0,0.8079999999999999,1.4370666864933137,184.17,2.0,2.0,,1.21,3.758,,Direct conversion of ester bond-rich waste plastics into hard carbon for high-performance sodium storage,PET-1200,酯类,1.0 M NaPF6 dissolved in a mixture of dimethyl carbonate (DMC) and ethylene (EC) (1:1 by volume),308.0,primary_exact,True
1400.0,0.38,1.35,1.0,0,20.0,0.861,1.823620571297039,230.37,2.0,2.0,,1.378,4.035,,Direct conversion of ester bond-rich waste plastics into hard carbon for high-performance sodium storage,PET-1400,酯类,1.0 M NaPF6 dissolved in a mixture of dimethyl carbonate (DMC) and ethylene (EC) (1:1 by volume),342.0,primary_exact,True
1600.0,0.363,1.01,2.66,0,20.0,0.8320000000000001,1.59986846141795,218.74,2.0,2.0,,1.421,4.49,,Direct conversion of ester bond-rich waste plastics into hard carbon for high-performance sodium storage,PET-1600,酯类,1.0 M NaPF6 dissolved in a mixture of dimethyl carbonate (DMC) and ethylene (EC) (1:1 by volume),315.0,primary_exact,True
600.0,0.368,1.1,7.5,0,50.0,0.5331,0.1325939218518241,0.0,2.0,5.0,,,,,Effect of Different Nitrogen Configurations on Sodium Storage Properties of Carbon Anodes for Sodium Ion Batteries,PL-600,酯类,"1 M NaPF6 dissolved in EC/DEC (volume ratio, 1:1)",434.5,primary_exact,True
1400.0,0.363,1.2,13.38,0,100.0,0.7338,1.0139886059601704,162.88,3.0,2.0,,1.313,3.44,,Effect of the air oxidation stabilization of pitch on the microstructure and sodium storage of hard carbons,o-PDC-350-1400,酯类,"1 mol L-1 NaClO4 dissolved
in ethylene carbonate (EC)/diethyl carbonate (DEC) with 1:1
volumetric ratio) ",276.8,primary_exact,True
1300.0,0.352,1.6,9.9,1,100.0,0.6944,0.820771106053775,122.76,2.0,5.0,0.0094,1.768,,,Electrochemical storage mechanism of sodium in carbon materials: A study from soft carbon to hard carbon,C-1:2,醚类,1 M NaPF6 in diglyme,281.33,primary_exact,True
1300.0,0.377,1.96,3.6,1,100.0,0.715,0.919793362425357,150.86,2.0,5.0,0.002,1.382,,,Electrochemical storage mechanism of sodium in carbon materials: A study from soft carbon to hard carbon,C-1:4,醚类,1 M NaPF6 in diglyme,315.43,primary_exact,True
1300.0,0.376,2.18,9.0,1,100.0,0.6246,0.50911932069657,145.64,2.0,5.0,0.021,1.392,,,Electrochemical storage mechanism of sodium in carbon materials: A study from soft carbon to hard carbon,C-1:6,醚类,1 M NaPF6 in diglyme,309.74,primary_exact,True
1300.0,0.382,2.19,6.4,1,100.0,0.7343999999999999,1.0170624217040016,145.87,2.0,5.0,0.0098,1.305,,,Electrochemical storage mechanism of sodium in carbon materials: A study from soft carbon to hard carbon,C-1:10,醚类,1 M NaPF6 in diglyme,308.83,primary_exact,True
1200.0,0.39,1.09,95.7,0,30.0,0.6940000000000001,0.8188868585544241,98.25,2.0,5.0,,1.24,,,Elucidating electrochemical intercalation mechanisms of biomass-derived hard carbon in sodium-/potassium-ion batteries,CMGL,酯类,1 M NaClO4–propylene carbonate with 5 wt% fluoroethylene carbonate :diethyl carbonate with volume ratio 1:1,315.0,primary_exact,True
1300.0,0.373,1.243,3.67,0,30.0,0.865,1.8574547284934495,175.41,,,,1.387,5.176,,Engineering hard carbon with high initial coulomb efficiency for practical sodium-ion batteries,SHCs-1300,酯类,"0.6 M NaPF6 dissolved in EC/EMC (1:1, in volume ratio)",317.0,primary_exact,True
1500.0,0.368,1.232,1.6,0,30.0,0.905,2.2540580520993854,150.81,,,,1.408,5.392,,Engineering hard carbon with high initial coulomb efficiency for practical sodium-ion batteries,SHCs-1500,酯类,"0.6 M NaPF6 dissolved in EC/EMC (1:1, in volume ratio)",305.0,primary_exact,True
900.0,0.4052,1.866,821.88,0,50.0,0.428,-0.2900157957980013,0.0,2.0,5.0,0.618,,,,Experimental design and theoretical evaluation of nitrogen and phosphorus dual-doped hierarchical porous carbon for high-performance sodium-ion storage,NPPC-2,酯类, 1.0 mol L-1 NaClO4 (EC: DEC: FEC=1:1:0.02 in volume),423.2,primary_exact,True
1300.0,0.375,1.29,4.9,0,25.0,0.701,0.8520643136439034,237.02,2.0,,0.0068,1.56,3.82,806.0,"Facile Synthesis of N,P-codoped Hard Carbon Nanoporous Microspheres from Lignin for High-Performance Anodes of Sodium-Ion Batteries",PureL-1300,酯类,1 M NaClO4 dissolved in a mixture of diethyl carbonate and ethylene carbonate (at a volume ratio of 1 : 1),340.5,primary_exact,True
1300.0,0.37,1.21,7.7,0,25.0,0.787,1.3069360827079783,236.9,2.0,,0.008,1.68,4.41,,"Facile Synthesis of N,P-codoped Hard Carbon Nanoporous Microspheres from Lignin for High-Performance Anodes of Sodium-Ion Batteries",0.05NPL-1300,酯类,1 M NaClO4 dissolved in a mixture of diethyl carbonate and ethylene carbonate (at a volume ratio of 1 : 1),335.6,primary_exact,True
1300.0,0.364,1.18,10.6,0,25.0,0.8240000000000001,1.5436865348713205,207.18,2.0,,0.0164,1.79,5.36,,"Facile Synthesis of N,P-codoped Hard Carbon Nanoporous Microspheres from Lignin for High-Performance Anodes of Sodium-Ion Batteries",0.10NPL-1300,酯类,1 M NaClO4 dissolved in a mixture of diethyl carbonate and ethylene carbonate (at a volume ratio of 1 : 1),306.9,primary_exact,True
1300.0,0.358,1.13,14.4,0,25.0,0.7909999999999999,1.3309637158028425,211.05,2.0,,0.0271,1.84,6.27,,"Facile Synthesis of N,P-codoped Hard Carbon Nanoporous Microspheres from Lignin for High-Performance Anodes of Sodium-Ion Batteries",0.20NPL-1300,酯类,1 M NaClO4 dissolved in a mixture of diethyl carbonate and ethylene carbonate (at a volume ratio of 1 : 1),307.6,primary_exact,True
1200.0,0.39,1.08,33.86,1,20.0,0.7020000000000001,0.8568399175204071,122.84,2.0,5.0,,1.35,4.75,816.0,Green energy application technology of litchi pericarp-derived carbon material with high performance,CLP,醚类,1 mol/L NaClO4 in diethyl carbonate and ethylene carbonate (the volume ratio was 1:1),336.4,primary_exact,True
1400.0,0.387,1.98,5.68,0,30.0,0.82,1.5163474893680882,244.49,2.0,,,,,829.0,Hard Carbon Microsphere with Expanded Graphitic Interlayers Derived from a Highly Branched Polymer Network as Ultrahigh Performance Anode for Practical Sodium-Ion Batteries,HCMS 37,酯类,1.0 M NaPF6 in EC (ethylene carbonate)/DMC (dimethyl carbonate) (1/1 in volume ratio),351.3,primary_exact,True
1400.0,0.397,2.13,6.87,0,30.0,0.81,1.4500101755059986,237.0,2.0,,,,,,Hard Carbon Microsphere with Expanded Graphitic Interlayers Derived from a Highly Branched Polymer Network as Ultrahigh Performance Anode for Practical Sodium-Ion Batteries,HCMS 55,酯类,1.0 M NaPF6 in EC (ethylene carbonate)/DMC (dimethyl carbonate) (1/1 in volume ratio),356.8,primary_exact,True
1400.0,0.399,2.25,2.32,0,30.0,0.88,1.9924301646902065,260.63,2.0,,,,,,Hard Carbon Microsphere with Expanded Graphitic Interlayers Derived from a Highly Branched Polymer Network as Ultrahigh Performance Anode for Practical Sodium-Ion Batteries,HCMS 73,酯类,1.0 M NaPF6 in EC (ethylene carbonate)/DMC (dimethyl carbonate) (1/1 in volume ratio),373.4,primary_exact,True
1400.0,0.401,2.3,4.62,0,30.0,0.85,1.7346010553881064,260.0,2.0,,,,,,Hard Carbon Microsphere with Expanded Graphitic Interlayers Derived from a Highly Branched Polymer Network as Ultrahigh Performance Anode for Practical Sodium-Ion Batteries,HCMS-82-15,酯类,1.0 M NaPF6 in EC (ethylene carbonate)/DMC (dimethyl carbonate) (1/1 in volume ratio),361.6,primary_exact,True
1400.0,0.355,1.35,4.08,0,20.0,0.764,1.1747359841409104,165.38,2.0,5.0,0.00534,1.01,3.53,836.0,High performance sodium-ion battery anode using biomass derived hard carbon with engineered defective sites,BFHC-NC0,酯类,1 M NaClO4 in a mixture of EC and DEC (3:7 v/v) ,272.0,primary_exact,True
1400.0,0.36,0.77,18.87,0,20.0,0.866,1.866045108611524,222.67,2.0,5.0,0.00945,1.41,5.21,,High performance sodium-ion battery anode using biomass derived hard carbon with engineered defective sites,BFHC-NC5,酯类,1 M NaClO4 in a mixture of EC and DEC (3:7 v/v) ,358.0,primary_exact,True
1400.0,0.358,1.03,8.86,0,20.0,0.8340000000000001,1.614245614002204,210.21,2.0,5.0,0.00752,1.12,4.84,,High performance sodium-ion battery anode using biomass derived hard carbon with engineered defective sites,BFHC-NC10,酯类,1 M NaClO4 in a mixture of EC and DEC (3:7 v/v) ,338.0,primary_exact,True
700.0,0.358,1.06,347.88,0,100.0,0.605,0.4263426931297195,0.0,4.0,3.0,0.22,,,846.0,Increasing Accessible Subsurface to Improving Rate Capability and Cycling Stability of Sodium-Ion Batteries,SRNDC-700,酯类,1 m NaClO4 in propylene carbonate with 5% fluoroethylene carbonate,432.4,primary_exact,True
800.0,0.352,1.01,435.13,0,100.0,0.522,0.0880568553911828,0.0,4.0,3.0,0.511,,,,Increasing Accessible Subsurface to Improving Rate Capability and Cycling Stability of Sodium-Ion Batteries,SRNDC-800,酯类,1 m NaClO4 in propylene carbonate with 5% fluoroethylene carbonate,232.86,primary_exact,True
1200.0,0.385,1.01,49.0,0,50.0,0.68,0.7537718023763803,200.0,2.0,3.0,,,,,Insight to defects regulation on sugarcane waste-derived hard carbon anode for sodium-ion batteries,HC-1200,酯类,1 M NaClO4 solution in propylene carbonate (PC) with 5 vol% fluoroethylene carbonate (FEC),319.3,fallback_exact_temp_d002_ssa,True
1200.0,0.379,0.99,70.0,0,50.0,0.63,0.5322168137473082,187.7,2.0,3.0,,,,,Insight to defects regulation on sugarcane waste-derived hard carbon anode for sodium-ion batteries,HC-1200M,酯类,1 M NaClO4 solution in propylene carbonate (PC) with 5 vol% fluoroethylene carbonate (FEC),323.6,fallback_exact_temp_d002_ssa,True
900.0,0.397,2.99,763.82,1,20.0,0.427,-0.2941017034861148,0.0,3.0,3.0,0.352,,,867.0,"Manipulating free-standing, flexible and scalable microfiber carbon papers unlocking ultra-high initial Coulombic efficiency and storage sodium behavior",MFCP-900,醚类,1 M NaPF6/diglyme,78.3,fallback_exact_temp_d002_ssa,True
1200.0,0.376,2.95,8.4,0,30.0,0.7994,1.382548570749388,108.74,2.0,5.0,,1.51,3.303,,Microcrystalline regulation of bituminous coal derived hard carbon by pre-oxidation strategy for improved sodium-ion storage,RC-1200,酯类,"1.0 M NaClO4 in EC:PC (1:1, vol%) ",222.0,primary_exact,True
1200.0,0.38,3.36,21.06,0,30.0,0.748,1.087973890463054,167.96,2.0,5.0,,1.521,3.906,,Microcrystalline regulation of bituminous coal derived hard carbon by pre-oxidation strategy for improved sodium-ion storage, RC-GO-1200,酯类,"1.0 M NaClO4 in EC:PC (1:1, vol%) ",274.2,primary_exact,True
1200.0,0.385,3.32,21.19,0,30.0,0.809,1.4435254890118625,123.3,2.0,5.0,,1.514,3.809,,Microcrystalline regulation of bituminous coal derived hard carbon by pre-oxidation strategy for improved sodium-ion storage,RC-LO-1200,酯类,"1.0 M NaClO4 in EC:PC (1:1, vol%) ",246.8,primary_exact,True
1300.0,0.354,1.155,67.858,0,20.0,0.8,1.3862943611198908,163.02,6.0,4.0,,,,884.0,Microstructural Investigation into Na-Ion Storage Behaviors of Cellulose-Based Hard Carbons for Na-Ion Batteries,FC-HC,酯类,1 M sodium hexafluorophosphate (NaPF6) dissolved in ethylene carbonate and diethyl carbonate (v/v = 1:1 by volume) ,275.0,primary_exact,True
1300.0,0.356,1.081,97.343,0,20.0,0.79,1.3249254147435987,180.12,6.0,4.0,,,,,Microstructural Investigation into Na-Ion Storage Behaviors of Cellulose-Based Hard Carbons for Na-Ion Batteries,MCC-HC,酯类,1 M sodium hexafluorophosphate (NaPF6) dissolved in ethylene carbonate and diethyl carbonate (v/v = 1:1 by volume) ,300.0,primary_exact,True
800.0,0.374,1.56,678.0,0,50.0,0.37,-0.5322168137473082,0.0,1.0,,0.225,,,,One-pot fabrication of pitch-derived soft carbon with hierarchical porous structure and rich sp2 carbon for sodium-ion battery,ZAD-3–800,酯类,1.0 mol L-1 NaClO4 solution in a 1:1 (v/v) mixture of ethylene carbonate (EC) and diethyl carbonate (DEC) ,293.0,primary_exact,True
900.0,0.368,1.33,103.3,1,20.0,0.66,0.6632942174102643,0.0,8.0,,,,,925.0,Sodium hypophosphite-assist pyrolysis of coal pitch to synthesis P-doped carbon nanosheet anode for ultrafast and long-term cycling sodium-ion batteries,C-1,醚类,1.0 M NaCF3SO3 in diglyme,322.47,primary_exact,True
800.0,0.371,2.86,50.94,0,100.0,0.612,0.4557269428890526,0.0,2.0,,0.0345,1.44,,,Structural Evaluation of Coal-Tar-Pitch-Based Carbon Materials and Their Na+ Storage Properties,800-SPC,酯类,1M NaClO4 with EC and DMC (1:1),333.0,primary_exact,True
1000.0,0.372,3.38,20.6,0,20.0,0.6291,0.5283577420804387,69.37,3.0,,,,,,"Spartina alterniflora-derived porous carbon using as anode material for
sodium-ion battery",SAPC1000,酯类, 1 mol L-1 sodium perchlorate dissolved into a mixture solution of ethylene carbonate (EC) and propylene car_x0002_bonate (PC) at a 1:1 volume ratio,212.0,primary_exact,True
1200.0,0.367,2.61,415.8,0,20.0,0.6726000000000001,0.7199681343691352,80.0,3.0,,,,,,"Spartina alterniflora-derived porous carbon using as anode material for
sodium-ion battery",SAPC1200,酯类, 1 mol L-1 sodium perchlorate dissolved into a mixture solution of ethylene carbonate (EC) and propylene car_x0002_bonate (PC) at a 1:1 volume ratio,265.0,primary_exact,True
1100.0,0.389,2.064,338.0,0,20.0,0.625,0.5108256237659907,125.79,3.0,,,,,941.0,Tailoring a Phenolic Resin Precursor by Facile Pre-oxidation Tactics to Realize a High-Initial-Coulombic-Efficiency Hard Carbon Anode for Sodium-Ion Batteries,PFHC-1,酯类,1 M NaClO4 (EC/DEC = 1:1 in volume),243.4,primary_exact,True
1100.0,0.385,2.194,328.0,0,20.0,0.691,0.8047985468699241,139.37,3.0,,,,,,Tailoring a Phenolic Resin Precursor by Facile Pre-oxidation Tactics to Realize a High-Initial-Coulombic-Efficiency Hard Carbon Anode for Sodium-Ion Batteries,PFHC-8,酯类,1 M NaClO4 (EC/DEC = 1:1 in volume),277.0,primary_exact,True
1000.0,0.377,1.851851852,93.25,0,20.0,0.7437999999999999,1.0658137920283353,115.43,2.0,3.0,0.02,3.125,3.28,950.0,Temperature-regulated biomass-derived hard carbon as a superior anode for sodium-ion batteries,HC-1000,酯类,1 M NaPF6 dissolved in a solvent of 1 : 1 volume ratio of ethylene carbonate (EC) and dimethyl carbonate (DMC),238.5,primary_exact,True
1200.0,0.376,1.694915254,54.04,0,20.0,0.7962,1.3627112897775924,147.29,2.0,3.0,0.018,3.541,3.43,,Temperature-regulated biomass-derived hard carbon as a superior anode for sodium-ion batteries,HC-1200,酯类,1 M NaPF6 dissolved in a solvent of 1 : 1 volume ratio of ethylene carbonate (EC) and dimethyl carbonate (DMC),245.7,primary_exact,True
